name	appos	cc	clf	comp	comp:aff	comp:arg	comp:aux	comp:ben	comp:cleft	comp:goal	comp:loc	comp:m	comp:obj	comp:obj$attitude	comp:obj$concess	comp:obj$desire	comp:obj$know	comp:obj$percep	comp:obj$phase	comp:obj$utter	comp:obl	comp:obl$attitude	comp:obl$cause	comp:obl$desire	comp:obl$know	comp:obl$modal	comp:obl$percep	comp:obl$phase	comp:obl$request	comp:obl$utter	comp:pred	comp:pred$attitude	comp:pred$manner	comp:source	compound	compound:prt	compound:redup	compound:svc	compound:svc$phase	compound:svc$purp	compound:svc$tempo	conj	conj:appos	conj:coord	conj:dicto	conj:m	conj:obj	conj:redup	det	det:num	discourse	dislocated	dislocated:obj	dislocated:subj	flat	flat:foreign	flat:m	flat:name	flat:num	goeswith	list	mod	mod$concess	mod$cond	mod$manner	mod$purp	mod$reason	mod$tempa	mod$tempb	mod$tempo	mod:appos	mod:aux	mod:emph	mod:m	mod:num	mod:obj	mod:periph	mod:periph$concess	mod:periph$cond	mod:periph$manner	mod:periph$purp	mod:periph$reason	mod:periph$tempa	mod:periph$tempb	mod:periph$tempo	mod:poss	mod:pred	orphan	parataxis	parataxis:conj	parataxis:coord	parataxis:discourse	parataxis:dislocated	parataxis:dislocated$tempa	parataxis:dislocated$tempo	parataxis:insert	parataxis:mod	parataxis:mod$cond	parataxis:obj	parataxis:obj$cause	parataxis:obj$know	parataxis:obj$request	parataxis:obj$utter	parataxis:obl	parataxis:parenth	punct	reparandum	subj	subj:aff	udep	unk	unk:aff	vocative	total
Kazakh	0.00812	0.01866	0.00028	0.11748	nan	nan	0.01624	nan	nan	nan	nan	nan	0.08183	nan	nan	nan	nan	nan	nan	nan	0.00093	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01848	nan	nan	nan	0.01213	nan	nan	nan	nan	nan	nan	0.03788	nan	nan	nan	nan	nan	nan	0.02034	nan	0.00504	nan	nan	nan	0.0084	nan	nan	nan	nan	nan	nan	0.25483	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00121	0.00746	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.19558	nan	0.10488	nan	0.07763	0.01166	nan	0.00093	10717
Kurmanji	0.00248	0.03005	nan	0.21522	nan	nan	0.01205	nan	nan	nan	nan	nan	0.1789	nan	nan	nan	nan	nan	nan	nan	0.00149	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02279	nan	nan	nan	0.01057	nan	nan	nan	nan	nan	nan	0.04078	nan	nan	nan	nan	nan	nan	0.01758	nan	0.00231	0.00017	nan	nan	0.00991	nan	nan	nan	nan	nan	nan	0.1571	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00017	0.00594	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10559	nan	0.06794	nan	0.09808	0.02089	nan	nan	12113
Korean	0.00554	0.01233	0.0	0.13698	nan	nan	0.01735	nan	nan	nan	nan	nan	0.09193	nan	nan	nan	nan	nan	nan	nan	0.01703	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01066	nan	nan	nan	0.06282	nan	nan	nan	nan	nan	nan	0.05218	nan	nan	nan	nan	nan	nan	0.01262	nan	0.0001	0.04388	nan	nan	0.028	nan	nan	nan	nan	9e-05	0.0	0.26501	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1e-05	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10661	nan	0.06004	nan	0.05826	0.01852	nan	3e-05	477734
Komi-Permyak	0.00683	0.04195	nan	0.13268	nan	nan	0.02927	nan	nan	nan	nan	nan	0.09463	nan	nan	nan	nan	nan	nan	nan	0.00293	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00585	nan	nan	nan	0.00098	nan	nan	nan	nan	nan	nan	0.05463	nan	nan	nan	nan	nan	nan	0.01073	nan	0.00585	0.00195	nan	nan	0.00488	nan	nan	nan	nan	nan	0.00195	0.17171	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0039	0.00683	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.22146	nan	0.11707	nan	0.07707	0.0039	nan	0.00293	1025
Komi	0.00878	0.0408	nan	0.12954	nan	nan	0.02571	nan	nan	nan	nan	nan	0.09212	nan	nan	nan	nan	nan	nan	nan	0.00165	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01006	nan	nan	nan	0.00311	nan	nan	nan	nan	nan	nan	0.06157	nan	nan	nan	nan	nan	nan	0.01537	nan	0.00384	0.00119	nan	nan	0.0064	nan	nan	nan	nan	nan	0.00165	0.22523	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00156	0.00741	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.19266	0.00128	0.0795	nan	0.08755	0.00165	nan	0.00137	10931
Karelian	0.00569	0.04668	nan	0.14243	nan	nan	0.01765	nan	nan	nan	nan	nan	0.10413	nan	nan	nan	nan	nan	nan	nan	0.00389	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01676	nan	nan	nan	0.00958	nan	nan	nan	nan	nan	nan	0.07899	nan	nan	nan	nan	nan	nan	0.01107	nan	0.0012	nan	nan	nan	0.01317	nan	nan	nan	nan	0.0003	nan	0.19599	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0006	0.00628	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.17026	nan	0.07181	nan	0.09904	0.00419	nan	0.0003	3342
Latin	0.00883	0.04252	nan	0.20703	nan	nan	0.00634	nan	nan	nan	nan	nan	0.15152	nan	nan	nan	nan	nan	nan	nan	0.02499	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02388	nan	nan	nan	7e-05	nan	nan	nan	nan	nan	nan	0.04238	nan	nan	nan	nan	nan	nan	0.0435	nan	0.01643	0.00116	nan	nan	0.00325	nan	nan	nan	nan	nan	nan	0.18417	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00207	0.00076	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09558	0.00012	0.07501	nan	0.06538	0.00399	nan	0.00102	1158936
Ligurian	0.0026	0.02872	nan	0.24666	nan	nan	0.02553	nan	nan	nan	nan	nan	0.15707	nan	nan	nan	nan	nan	nan	nan	0.0221	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01383	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02766	nan	nan	nan	nan	nan	nan	0.10034	nan	0.00272	0.00189	nan	nan	0.00508	nan	nan	nan	nan	nan	nan	0.09372	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00035	0.00981	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09361	nan	0.05011	nan	0.0825	0.03498	nan	0.00071	8461
Lithuanian	0.0028	0.039	nan	0.16633	nan	nan	0.00041	nan	nan	nan	nan	nan	0.09817	nan	nan	nan	nan	nan	nan	nan	0.05813	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00963	nan	nan	nan	0.0001	nan	nan	nan	nan	nan	nan	0.06345	nan	nan	nan	nan	nan	nan	0.01319	nan	9e-05	1e-05	nan	nan	0.00506	nan	nan	nan	nan	nan	2e-05	0.2742	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00012	0.00904	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16311	nan	0.05539	nan	0.03814	0.00359	nan	2e-05	85763
Latvian	0.00178	0.03568	nan	0.16986	nan	nan	0.01099	nan	nan	nan	nan	nan	0.11967	nan	nan	nan	nan	nan	nan	nan	0.02345	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01576	nan	nan	nan	0.00126	nan	nan	nan	nan	nan	nan	0.05041	nan	nan	nan	nan	nan	nan	0.02325	nan	0.01899	4e-05	nan	nan	0.00851	nan	nan	nan	nan	3e-05	nan	0.21053	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00164	0.00339	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.15463	5e-05	0.07714	nan	0.06738	0.00528	nan	0.00029	323409
ClassicalChinese	nan	0.01218	0.00512	0.21118	nan	nan	0.00956	nan	nan	nan	nan	nan	0.18812	nan	nan	nan	nan	nan	nan	nan	0.0054	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00701	nan	nan	nan	0.00897	nan	nan	nan	nan	nan	nan	0.04386	nan	nan	nan	nan	nan	nan	0.01331	nan	0.02914	0.00059	nan	nan	0.04227	nan	nan	nan	nan	nan	0.00037	0.23036	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1e-05	0.02156	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12389	nan	0.04425	0.00223	nan	0.00063	313344
Moksha	0.00681	0.03491	nan	0.13085	nan	nan	0.02753	nan	nan	nan	nan	nan	0.08799	nan	nan	nan	nan	nan	nan	nan	0.00397	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01135	nan	nan	nan	0.00142	nan	nan	nan	nan	nan	nan	0.05507	nan	nan	nan	nan	nan	nan	0.01419	nan	0.00341	0.00057	nan	nan	0.00539	nan	nan	nan	nan	nan	0.00085	0.21573	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00114	0.00539	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.18848	nan	0.1002	nan	0.09736	0.00596	nan	0.00142	3523
Malayalam	nan	0.05189	nan	0.18868	nan	nan	0.03774	nan	nan	nan	nan	nan	0.10377	nan	nan	nan	nan	nan	nan	nan	0.00472	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04245	nan	nan	nan	0.00472	nan	nan	nan	nan	nan	nan	0.03302	nan	nan	nan	nan	nan	nan	0.03302	nan	nan	nan	nan	nan	0.00943	nan	nan	nan	nan	nan	nan	0.12264	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00943	0.00472	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16038	nan	0.15566	nan	0.03302	nan	nan	0.00472	212
Makuráp	nan	0.0184	nan	0.13497	nan	nan	0.01227	nan	nan	nan	nan	nan	0.1227	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0184	nan	nan	nan	nan	nan	nan	nan	nan	0.1227	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.23313	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09816	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0184	nan	0.06135	nan	0.05521	0.10429	nan	nan	163
Marathi	0.00071	0.01529	nan	0.20447	nan	nan	0.03035	nan	nan	nan	nan	nan	0.14565	nan	nan	nan	nan	nan	nan	nan	0.01035	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01812	nan	nan	nan	0.01953	nan	nan	nan	nan	nan	nan	0.02235	nan	nan	nan	nan	nan	nan	0.02682	nan	0.01341	0.00188	nan	nan	0.00141	nan	nan	nan	nan	0.00024	nan	0.09271	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00024	0.01788	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.176	nan	0.11529	nan	0.07953	0.00094	nan	0.00682	4250
Maltese	0.00302	0.02724	nan	0.24915	nan	nan	0.02225	nan	nan	nan	nan	nan	0.19512	nan	nan	nan	nan	nan	nan	nan	0.01674	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01495	nan	nan	nan	0.00384	nan	nan	nan	nan	nan	nan	0.0311	nan	nan	nan	nan	nan	nan	0.07046	nan	0.00557	0.00018	nan	nan	0.01301	nan	nan	nan	nan	9e-05	0.00425	0.12607	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4e-05	0.0033	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08438	2e-05	0.04391	nan	0.08086	0.00385	nan	0.00062	56047
Mundurukú	0.00745	0.00093	0.00745	0.19553	nan	nan	0.00931	nan	nan	nan	nan	nan	0.18063	nan	nan	nan	nan	nan	nan	nan	0.00093	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00466	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00931	nan	nan	nan	nan	nan	nan	0.00279	nan	0.02886	0.00093	nan	nan	0.00093	nan	nan	nan	nan	nan	nan	0.11825	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03631	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12477	nan	0.08659	nan	0.16108	0.02328	nan	nan	1074
Erzya	0.00657	0.01867	nan	0.12268	nan	nan	0.03248	nan	nan	nan	nan	nan	0.08063	nan	nan	nan	nan	nan	nan	nan	0.00329	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0061	nan	nan	nan	0.01062	nan	nan	nan	nan	nan	nan	0.06015	nan	nan	nan	nan	nan	nan	0.01805	nan	0.00705	0.00062	nan	nan	0.00243	nan	nan	nan	nan	nan	nan	0.17755	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00171	0.01029	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.2358	5e-05	0.0932	nan	0.10235	0.00505	nan	0.00467	20997
Neapolitan	nan	nan	nan	0.18182	nan	nan	nan	nan	nan	nan	nan	nan	0.18182	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.27273	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09091	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09091	nan	0.09091	nan	0.09091	nan	nan	nan	11
LowGerman	0.00313	0.0376	nan	0.19567	nan	nan	0.02478	nan	nan	nan	nan	nan	0.13728	nan	nan	nan	nan	nan	nan	nan	0.01367	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01538	nan	nan	nan	0.00513	nan	nan	nan	nan	nan	nan	0.04244	nan	nan	nan	nan	nan	nan	0.08288	nan	0.00171	0.00142	nan	nan	0.00684	nan	nan	nan	nan	nan	nan	0.14269	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00114	0.02022	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12475	nan	0.08203	nan	0.0581	0.00228	nan	0.00085	3511
Nahuatl	0.0044	0.03578	nan	0.17278	nan	nan	0.07147	nan	nan	nan	nan	nan	0.09331	nan	nan	nan	nan	nan	nan	nan	0.00306	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00494	nan	nan	nan	0.00036	nan	nan	nan	nan	nan	nan	0.04045	nan	nan	nan	nan	nan	nan	0.08288	nan	0.0071	0.00171	nan	nan	0.00333	nan	nan	nan	nan	0.00036	nan	0.16927	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	9e-05	0.02077	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.16658	0.00081	0.07138	nan	0.03964	0.00782	nan	0.00171	11124
Dutch	0.01118	0.01895	nan	0.1934	nan	nan	0.02398	nan	nan	nan	nan	nan	0.14267	nan	nan	nan	nan	nan	nan	nan	0.00642	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01769	nan	nan	nan	0.00748	nan	nan	nan	nan	nan	nan	0.02512	nan	nan	nan	nan	nan	nan	0.09837	nan	nan	nan	nan	nan	0.03126	nan	nan	nan	nan	nan	nan	0.13139	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00035	0.00915	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.10558	nan	0.06795	nan	0.09235	0.01671	nan	nan	353142
Norwegian	0.00266	0.02981	nan	0.23079	nan	nan	0.02575	nan	nan	nan	nan	nan	0.16806	nan	nan	nan	nan	nan	nan	nan	0.00464	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02646	nan	nan	nan	0.00847	nan	nan	nan	nan	nan	nan	0.0316	nan	nan	nan	nan	nan	nan	0.03662	nan	0.0049	nan	nan	nan	0.01556	nan	nan	nan	nan	nan	nan	0.13651	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00054	0.0046	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09952	0.00166	0.08101	nan	0.08629	0.00456	nan	nan	805214
Nayini	nan	0.01163	nan	0.2093	nan	nan	0.01163	nan	nan	nan	nan	nan	0.19767	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.03488	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01163	nan	nan	nan	nan	nan	nan	0.22093	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.11628	nan	0.10465	nan	0.0814	nan	nan	nan	86
Livvi	0.00462	0.04102	nan	0.1294	nan	nan	0.02022	nan	nan	nan	nan	nan	0.08781	nan	nan	nan	nan	nan	nan	nan	0.00173	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01964	nan	nan	nan	0.00289	nan	nan	nan	nan	nan	nan	0.06817	nan	nan	nan	nan	nan	nan	0.00751	nan	0.00231	nan	nan	nan	0.00635	nan	nan	nan	nan	0.00173	nan	0.19006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00867	0.02715	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.20277	nan	0.08434	nan	0.08723	0.00578	nan	0.00058	1731
OldEastSlavic	0.02055	0.07668	nan	0.21373	nan	nan	0.00483	nan	nan	nan	nan	nan	0.16373	nan	nan	nan	nan	nan	nan	nan	0.0228	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01051	nan	nan	nan	0.00026	nan	nan	nan	nan	nan	nan	0.06175	nan	nan	nan	nan	nan	nan	0.02599	nan	0.01745	0.00221	nan	nan	0.00904	nan	nan	nan	nan	1e-05	0.00014	0.16075	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00428	0.00329	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.04481	0.00012	0.05841	nan	0.08687	0.0055	nan	0.00627	259291
OldTurkish	nan	0.00541	nan	0.25405	nan	nan	0.11892	nan	nan	nan	nan	nan	0.11351	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.02162	nan	nan	nan	0.03243	nan	nan	nan	nan	nan	nan	0.01622	nan	nan	nan	nan	nan	nan	0.02703	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.07027	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.25405	nan	0.02703	nan	0.05946	nan	nan	nan	185
Naija	nan	0.0051	nan	0.21174	nan	nan	0.0556	nan	0.00759	nan	nan	nan	0.1029	0.00035	1e-05	0.00246	0.00014	1e-05	0.00036	0.00129	0.018	0.00024	0.00047	0.00018	1e-05	0.00028	0.00024	0.00034	2e-05	3e-05	0.0212	1e-05	2e-05	nan	0.01612	0.00197	0.00306	0.00479	1e-05	0.00204	3e-05	0.02005	0.00091	0.01054	0.00859	nan	1e-05	nan	0.03129	0.00253	0.02156	0.00803	nan	nan	0.00649	0.00091	nan	nan	nan	nan	nan	0.08828	1e-05	0.00013	0.00018	0.00134	0.00089	6e-05	0.00016	0.00047	0.00026	nan	0.00686	nan	0.00039	1e-05	0.00751	3e-05	0.00322	0.00021	3e-05	0.00037	0.00021	0.00028	0.0021	0.01025	nan	2e-05	0.01102	0.00525	nan	0.00082	0.00011	2e-05	4e-05	nan	nan	0.00015	0.00085	2e-05	2e-05	1e-05	0.00304	nan	0.00069	0.21325	nan	0.07236	nan	nan	0.00039	nan	0.00118	186111
Polish	0.00433	0.02481	nan	0.22891	nan	nan	0.01478	nan	nan	nan	nan	nan	0.1558	nan	nan	nan	nan	nan	nan	nan	0.03209	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0339	nan	nan	nan	nan	nan	nan	0.01671	nan	0.00025	nan	nan	nan	0.00721	nan	nan	nan	nan	nan	0.00047	0.17502	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00014	0.00766	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14817	nan	0.0564	nan	0.07467	0.00786	nan	0.00081	582971
Portuguese	0.01192	0.02033	nan	0.20879	nan	nan	0.01199	nan	nan	nan	nan	nan	0.17523	nan	nan	nan	nan	nan	nan	nan	0.00622	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01197	nan	nan	nan	0.0004	nan	nan	nan	nan	nan	nan	0.02649	nan	nan	nan	nan	nan	nan	0.12243	nan	0.00017	1e-05	nan	nan	0.01909	nan	nan	nan	nan	1e-05	2e-05	0.10997	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	4e-05	0.00337	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1045	0.0	0.04235	nan	0.11718	0.00749	nan	2e-05	993511
FrisianDutch	0.01175	0.02567	nan	0.20772	nan	nan	0.01823	nan	nan	nan	nan	nan	0.15639	nan	nan	nan	nan	nan	nan	nan	0.00792	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01895	nan	nan	nan	0.00624	nan	nan	nan	nan	nan	nan	0.01271	nan	nan	nan	nan	nan	nan	0.07964	nan	0.04773	0.00192	nan	nan	0.04078	nan	nan	nan	nan	0.00048	0.00048	0.16743	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00864	0.00504	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.01343	0.08347	nan	0.06956	0.01439	nan	0.00144	4169
HindiEnglish	0.00036	0.01491	nan	0.24399	nan	nan	0.05918	nan	nan	nan	nan	nan	0.14944	nan	nan	nan	nan	nan	nan	nan	0.00741	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0277	nan	nan	nan	0.03408	nan	nan	nan	nan	nan	nan	0.01793	nan	nan	nan	nan	nan	nan	0.02954	nan	0.01642	nan	nan	nan	0.00556	nan	nan	nan	nan	nan	nan	0.16165	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00054	0.00227	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08582	nan	0.07517	nan	0.05999	0.002	nan	0.00605	33071
Pomak	nan	0.04136	nan	0.29343	nan	nan	0.09435	nan	nan	nan	nan	nan	0.14151	nan	nan	nan	nan	nan	nan	nan	0.03622	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00024	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0466	nan	nan	nan	nan	nan	nan	0.03652	nan	0.00409	nan	nan	nan	3e-05	nan	nan	nan	nan	nan	nan	0.1002	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.00117	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.12083	nan	0.03639	nan	0.02785	0.01657	nan	0.00267	110528
